ID;recStartedAt;recEndedAt;plant;plantStatus;date;shift;yield;defectiveProd;energyCons
76;2020-01-26 00:00:00;2020-01-26 08:00:00;1010;Normal;2020-01-26;0;1276.6756291039521;15.313689592541596;284.4324968384255
77;2020-01-26 08:00:00;2020-01-26 16:00:00;1010;Normal;2020-01-26;1;1277.8204773817918;15.330696160962663;283.7670181094549
78;2020-01-26 16:00:00;2020-01-27 00:00:00;1010;Normal;2020-01-26;2;1275.8844412191866;15.318843130479966;284.5316250380874
79;2020-01-27 00:00:00;2020-01-27 08:00:00;1010;Break Down;2020-01-27;0;639.3318939863689;7.612811875976232;141.89550985183115
80;2020-01-27 08:00:00;2020-01-27 16:00:00;1010;Break Down;2020-01-27;1;0.0;0.0;0.0
81;2020-01-27 16:00:00;2020-01-28 00:00:00;1010;Break Down;2020-01-27;2;0.0;0.0;0.0
82;2020-01-28 00:00:00;2020-01-28 08:00:00;1010;Break Down;2020-01-28;0;794.5561625344158;9.457971331853084;170.26251771961364
83;2020-01-28 08:00:00;2020-01-28 16:00:00;1010;Break Down;2020-01-28;1;318.870287859422;3.799211206189547;67.97054636257212
84;2020-01-28 16:00:00;2020-01-29 00:00:00;1010;Break Down;2020-01-28;2;0.0;0.0;0.0
85;2020-01-29 00:00:00;2020-01-29 08:00:00;1010;Break Down;2020-01-29;0;0.0;0.0;0.0
86;2020-01-29 08:00:00;2020-01-29 16:00:00;1010;Maintenance;2020-01-29;1;1125.5868662904509;13.35802470237932;226.87900055248707
87;2020-01-29 16:00:00;2020-01-30 00:00:00;1010;Normal;2020-01-29;2;1279.2144753731807;15.120783043550489;259.76837872618455
88;2020-01-30 00:00:00;2020-01-30 08:00:00;1010;Normal;2020-01-30;0;1278.431765783089;15.105439343540633;259.8374688937166
89;2020-01-30 08:00:00;2020-01-30 16:00:00;1010;Normal;2020-01-30;1;1273.1887297542173;14.941105365539354;259.62660649384327
90;2020-01-30 16:00:00;2020-01-31 00:00:00;1010;Normal;2020-01-30;2;1279.1411290510998;15.049779182973312;260.4432356285282
91;2020-01-31 00:00:00;2020-01-31 08:00:00;1010;Maintenance;2020-01-31;0;0.0;0.0;0.0
92;2020-01-31 08:00:00;2020-01-31 16:00:00;1010;Maintenance;2020-01-31;1;0.0;0.0;0.0
93;2020-01-31 16:00:00;2020-02-01 00:00:00;1010;Maintenance;2020-01-31;2;159.94151193039374;1.579728258709435;31.68583279854813
94;2020-02-01 00:00:00;2020-02-01 08:00:00;1010;Normal;2020-02-01;0;1277.6811690632703;12.237945442532828;227.14073838655588
95;2020-02-01 08:00:00;2020-02-01 16:00:00;1010;Normal;2020-02-01;1;1281.5109551600297;12.279640326459983;228.53858262853416
96;2020-02-01 16:00:00;2020-02-02 00:00:00;1010;Normal;2020-02-01;2;1279.1370234221508;12.31709265918096;227.89766970877662
97;2020-02-02 00:00:00;2020-02-02 08:00:00;1010;Normal;2020-02-02;0;1282.8997259819232;12.341973305021696;227.9275558074151
98;2020-02-02 08:00:00;2020-02-02 16:00:00;1010;Normal;2020-02-02;1;1285.634410014815;12.338091083624644;228.01430529534758
99;2020-02-02 16:00:00;2020-02-03 00:00:00;1010;Normal;2020-02-02;2;1276.4567491276546;12.326875863581163;227.31922182768105
100;2020-02-03 00:00:00;2020-02-03 08:00:00;1010;Normal;2020-02-03;0;1276.7224329528756;12.237913606592048;228.27637598410726
101;2020-02-03 08:00:00;2020-02-03 16:00:00;1010;Normal;2020-02-03;1;1277.566937180781;12.268770913904431;227.91511613589415
102;2020-02-03 16:00:00;2020-02-04 00:00:00;1010;Normal;2020-02-03;2;1275.1280334857252;12.220064465853637;228.05374623495544
103;2020-02-04 00:00:00;2020-02-04 08:00:00;1010;Normal;2020-02-04;0;1273.2660143848016;12.24445333183535;228.063322249786
104;2020-02-04 08:00:00;2020-02-04 16:00:00;1010;Normal;2020-02-04;1;1275.852026698423;12.201614687652064;227.6103165653411
105;2020-02-04 16:00:00;2020-02-05 00:00:00;1010;Normal;2020-02-04;2;1275.1061268438812;12.212075383875991;227.43688408842632
106;2020-02-05 00:00:00;2020-02-05 08:00:00;1010;Normal;2020-02-05;0;1281.6804302534274;12.345129940948851;228.16931856798158
107;2020-02-05 08:00:00;2020-02-05 16:00:00;1010;Normal;2020-02-05;1;1277.0191888829997;12.333245231429647;227.67039234541053
108;2020-02-05 16:00:00;2020-02-06 00:00:00;1010;Normal;2020-02-05;2;1282.9444671001916;12.292067847303056;228.26600084361016
109;2020-02-06 00:00:00;2020-02-06 08:00:00;1010;Normal;2020-02-06;0;1267.8619001743587;12.18777201863856;228.54799773184175
110;2020-02-06 08:00:00;2020-02-06 16:00:00;1010;Normal;2020-02-06;1;1281.7422352553626;12.312611539839459;228.6724005412491
111;2020-02-06 16:00:00;2020-02-07 00:00:00;1010;Normal;2020-02-06;2;1276.5964726740128;12.21538195862716;228.35826337818858
112;2020-02-07 00:00:00;2020-02-07 08:00:00;1010;Normal;2020-02-07;0;1276.489308788121;12.25053284511244;228.12864460441435
113;2020-02-07 08:00:00;2020-02-07 16:00:00;1010;Normal;2020-02-07;1;1279.4718027508231;12.293428902951723;227.99574116788864
114;2020-02-07 16:00:00;2020-02-08 00:00:00;1010;Normal;2020-02-07;2;1277.6253235102984;12.25143991677281;228.4906741527737
115;2020-02-08 00:00:00;2020-02-08 08:00:00;1010;Normal;2020-02-08;0;1286.3808608417685;12.313538741470374;227.6111259057267
116;2020-02-08 08:00:00;2020-02-08 16:00:00;1010;Normal;2020-02-08;1;1280.929018416889;12.331883728167934;229.02784224288047
117;2020-02-08 16:00:00;2020-02-09 00:00:00;1010;Normal;2020-02-08;2;1283.181957703935;12.339625780148207;227.87054464042996
118;2020-02-09 00:00:00;2020-02-09 08:00:00;1010;Normal;2020-02-09;0;1279.3788208644542;12.320615074190044;228.2879999671371
119;2020-02-09 08:00:00;2020-02-09 16:00:00;1010;Normal;2020-02-09;1;1273.9105270534776;12.17811972334843;228.09710036202165
120;2020-02-09 16:00:00;2020-02-10 00:00:00;1010;Normal;2020-02-09;2;1280.4635082716047;12.301253659546964;228.05006073973303
121;2020-02-10 00:00:00;2020-02-10 08:00:00;1010;Normal;2020-02-10;0;1276.2351882256723;12.234427672072194;227.76257821037123
122;2020-02-10 08:00:00;2020-02-10 16:00:00;1010;Normal;2020-02-10;1;1280.2377063404547;12.319166221396154;228.27203910080752
123;2020-02-10 16:00:00;2020-02-11 00:00:00;1010;Normal;2020-02-10;2;1278.6882410052249;12.249702033457604;229.0203097227848
124;2020-02-11 00:00:00;2020-02-11 08:00:00;1010;Normal;2020-02-11;0;1275.2520393633426;12.22630013240644;228.6413491533575
125;2020-02-11 08:00:00;2020-02-11 16:00:00;1010;Normal;2020-02-11;1;1289.7065646503759;12.36313969735628;227.84610640342493
126;2020-02-11 16:00:00;2020-02-12 00:00:00;1010;Normal;2020-02-11;2;1284.4463868600917;12.346237693643484;228.51649297780108
127;2020-02-12 00:00:00;2020-02-12 08:00:00;1010;Normal;2020-02-12;0;1276.9593092718687;12.274229603243569;228.76054535716807
128;2020-02-12 08:00:00;2020-02-12 16:00:00;1010;Normal;2020-02-12;1;1279.7626945482814;12.254479495074433;227.9073242230533
129;2020-02-12 16:00:00;2020-02-13 00:00:00;1010;Normal;2020-02-12;2;1288.3618710033704;12.356530283124885;229.07220559961212
130;2020-02-13 00:00:00;2020-02-13 08:00:00;1010;Normal;2020-02-13;0;1277.591567265778;12.239371921494135;227.50617714731158
131;2020-02-13 08:00:00;2020-02-13 16:00:00;1010;Normal;2020-02-13;1;1283.4754716665516;12.27889447668016;227.3371338330519
132;2020-02-13 16:00:00;2020-02-14 00:00:00;1010;Normal;2020-02-13;2;1280.6973674697747;12.275358922214085;228.81399367269847
133;2020-02-14 00:00:00;2020-02-14 08:00:00;1010;Normal;2020-02-14;0;1278.5736539255179;12.193641376216283;228.36729812315977
134;2020-02-14 08:00:00;2020-02-14 16:00:00;1010;Normal;2020-02-14;1;1282.615909010361;12.295965773436283;227.58584583269504
135;2020-02-14 16:00:00;2020-02-15 00:00:00;1010;Normal;2020-02-14;2;1279.2238232906732;12.269696174575476;228.47181531433614
136;2020-02-15 00:00:00;2020-02-15 08:00:00;1010;Normal;2020-02-15;0;1280.3532361788764;12.32297223748563;227.51686182143894
137;2020-02-15 08:00:00;2020-02-15 16:00:00;1010;Normal;2020-02-15;1;1272.6153946407835;12.186865056273975;227.71078091629894
138;2020-02-15 16:00:00;2020-02-16 00:00:00;1010;Normal;2020-02-15;2;1284.6284273407339;12.33854788619892;227.81271008753546
139;2020-02-16 00:00:00;2020-02-16 08:00:00;1010;Normal;2020-02-16;0;1283.9085503232031;11.543034282840004;230.13923260805933
140;2020-02-16 08:00:00;2020-02-16 16:00:00;1010;Normal;2020-02-16;1;1287.9581766587685;6.592454985983606;248.43317203311983
141;2020-02-16 16:00:00;2020-02-17 00:00:00;1010;Normal;2020-02-16;2;1285.2916360050083;6.557193329095393;248.57375689574164
142;2020-02-17 00:00:00;2020-02-17 08:00:00;1010;Normal;2020-02-17;0;1286.677139036312;6.581098951103819;247.57577893062307
143;2020-02-17 08:00:00;2020-02-17 16:00:00;1010;Normal;2020-02-17;1;1287.8939737124372;6.564742585525906;248.4029486113432
144;2020-02-17 16:00:00;2020-02-18 00:00:00;1010;Normal;2020-02-17;2;1277.4065532726572;6.538271592080445;247.6544427490313
145;2020-02-18 00:00:00;2020-02-18 08:00:00;1010;Normal;2020-02-18;0;1275.9528317167517;6.510409619530448;247.79396580558705
146;2020-02-18 08:00:00;2020-02-18 16:00:00;1010;Normal;2020-02-18;1;1284.5278950620193;6.572794896487288;247.7158362831421
147;2020-02-18 16:00:00;2020-02-19 00:00:00;1010;Normal;2020-02-18;2;1286.6846461693995;6.566700693968154;248.30671182838057
148;2020-02-19 00:00:00;2020-02-19 08:00:00;1010;Normal;2020-02-19;0;1278.8065208545247;6.528040351341201;247.85824512169
149;2020-02-19 08:00:00;2020-02-19 16:00:00;1010;Normal;2020-02-19;1;1280.812919650305;6.548109466808354;247.6202540106587
150;2020-02-19 16:00:00;2020-02-20 00:00:00;1010;Normal;2020-02-19;2;1278.6217420230503;6.535253553126413;247.39395317707312
151;2020-02-20 00:00:00;2020-02-20 08:00:00;1010;Normal;2020-02-20;0;1272.9823940342396;6.468018331463593;247.97305346779896
152;2020-02-20 08:00:00;2020-02-20 16:00:00;1010;Normal;2020-02-20;1;1280.7275493785512;6.516601112028653;247.94057899548943
153;2020-02-20 16:00:00;2020-02-21 00:00:00;1010;Normal;2020-02-20;2;1277.1736178402148;6.5118424237913235;248.12005180427053
154;2020-02-21 00:00:00;2020-02-21 08:00:00;1010;Normal;2020-02-21;0;1280.7509021385195;6.519947688505286;247.77301922380795
155;2020-02-21 08:00:00;2020-02-21 16:00:00;1010;Normal;2020-02-21;1;1285.1613128957379;6.5585663327490575;248.713758604979
156;2020-02-21 16:00:00;2020-02-22 00:00:00;1010;Normal;2020-02-21;2;1272.9707293366139;6.508546568664374;247.13132657176203
157;2020-02-22 00:00:00;2020-02-22 08:00:00;1010;Normal;2020-02-22;0;1273.1955346916172;6.481186305671337;248.0960965028311
158;2020-02-22 08:00:00;2020-02-22 16:00:00;1010;Normal;2020-02-22;1;1280.5071386471423;6.52295626351222;247.92032137203248
159;2020-02-22 16:00:00;2020-02-23 00:00:00;1010;Normal;2020-02-22;2;1278.9771827777322;6.524241885594883;248.19376563675135
160;2020-02-23 00:00:00;2020-02-23 08:00:00;1010;Normal;2020-02-23;0;1283.5009241500404;6.542910734778464;247.63857770284287
161;2020-02-23 08:00:00;2020-02-23 16:00:00;1010;Normal;2020-02-23;1;1278.6884207558528;6.538265453473477;248.25581741709536
162;2020-02-23 16:00:00;2020-02-24 00:00:00;1010;Normal;2020-02-23;2;1278.0279979963373;6.514564455179206;247.2632913086796
163;2020-02-24 00:00:00;2020-02-24 08:00:00;1010;Normal;2020-02-24;0;1273.6698644946398;6.492335194953418;248.41758744646046
164;2020-02-24 08:00:00;2020-02-24 16:00:00;1010;Normal;2020-02-24;1;1286.1122009167627;6.558799571740708;248.0347497527914
165;2020-02-24 16:00:00;2020-02-25 00:00:00;1010;Normal;2020-02-24;2;1284.3262157643883;6.558319457353971;248.02140559536218
166;2020-02-25 00:00:00;2020-02-25 08:00:00;1010;Normal;2020-02-25;0;1282.9396396967975;6.538937029301001;247.99987360842238
167;2020-02-25 08:00:00;2020-02-25 16:00:00;1010;Normal;2020-02-25;1;1287.03190225165;6.568602031854629;248.39314006308217
168;2020-02-25 16:00:00;2020-02-26 00:00:00;1010;Normal;2020-02-25;2;1282.600634790075;6.566612552339389;247.40172837473645
169;2020-02-26 00:00:00;2020-02-26 08:00:00;1010;Normal;2020-02-26;0;1275.7301443823424;6.508846220490888;247.28738750865404
170;2020-02-26 08:00:00;2020-02-26 16:00:00;1010;Normal;2020-02-26;1;1282.9563288841905;6.5360001231649525;249.43290806193218
171;2020-02-26 16:00:00;2020-02-27 00:00:00;1010;Normal;2020-02-26;2;1286.341262886142;6.548033773515332;247.91051388586038
172;2020-02-27 00:00:00;2020-02-27 08:00:00;1010;Normal;2020-02-27;0;1280.2875809519787;6.513418214282297;247.93488215954656
173;2020-02-27 08:00:00;2020-02-27 16:00:00;1010;Normal;2020-02-27;1;1278.3170652433882;6.52718210827927;248.51332939292047
174;2020-02-27 16:00:00;2020-02-28 00:00:00;1010;Normal;2020-02-27;2;1278.5274301996433;6.54680869741102;247.74001273602158
175;2020-02-28 00:00:00;2020-02-28 08:00:00;1010;Normal;2020-02-28;0;1289.3473453746676;6.570697386903454;247.67021940492032
176;2020-02-28 08:00:00;2020-02-28 16:00:00;1010;Normal;2020-02-28;1;1275.9627456966305;6.478679414564857;248.3867877287147
177;2020-02-28 16:00:00;2020-02-29 00:00:00;1010;Normal;2020-02-28;2;1275.843492040331;6.4883303097060745;248.04273980289193
178;2020-02-29 00:00:00;2020-02-29 08:00:00;1010;Normal;2020-02-29;0;1282.3694515678844;6.526322188213889;247.02161025526124
179;2020-02-29 08:00:00;2020-02-29 16:00:00;1010;Normal;2020-02-29;1;1281.0292849915356;6.531727921335321;248.15056852189065
180;2020-02-29 16:00:00;2020-03-01 00:00:00;1010;Normal;2020-02-29;2;1280.095616692942;6.512162998527954;247.89542551068786
181;2020-03-01 00:00:00;2020-03-01 08:00:00;1010;Maintenance;2020-03-01;0;0.0;0.0;0.0
182;2020-03-01 08:00:00;2020-03-01 16:00:00;1010;Maintenance;2020-03-01;1;0.0;0.0;0.0
183;2020-03-01 16:00:00;2020-03-02 00:00:00;1010;Maintenance;2020-03-01;2;158.87008903660293;0.8122014061341347;30.776386431899063
184;2020-03-02 00:00:00;2020-03-02 08:00:00;1010;Normal;2020-03-02;0;1280.3823404424259;12.339429527078508;227.86736390949318
185;2020-03-02 08:00:00;2020-03-02 16:00:00;1010;Normal;2020-03-02;1;1276.5120310847474;12.272305201207784;227.70523144226127
186;2020-03-02 16:00:00;2020-03-03 00:00:00;1010;Normal;2020-03-02;2;1276.806284027184;12.280814528717533;228.00948538323075
187;2020-03-03 00:00:00;2020-03-03 08:00:00;1010;Normal;2020-03-03;0;1272.1876639395107;12.201354725993548;227.97867282995466
188;2020-03-03 08:00:00;2020-03-03 16:00:00;1010;Normal;2020-03-03;1;1284.2520913229332;12.302344799603713;228.6203934968713
189;2020-03-03 16:00:00;2020-03-04 00:00:00;1010;Normal;2020-03-03;2;1279.2842061291078;12.373213488028501;234.2839189336578
190;2020-03-04 00:00:00;2020-03-04 08:00:00;1010;Normal;2020-03-04;0;1277.3493154527173;12.328642783847958;240.33003790910698
191;2020-03-04 08:00:00;2020-03-04 16:00:00;1010;Normal;2020-03-04;1;1280.6274364112269;12.411505849405785;240.2814047634785
192;2020-03-04 16:00:00;2020-03-05 00:00:00;1010;Normal;2020-03-04;2;1281.0423007026277;12.445655057192;239.9804468385069
193;2020-03-05 00:00:00;2020-03-05 08:00:00;1010;Normal;2020-03-05;0;1285.1395081526477;12.42148203402213;239.67900411368322
194;2020-03-05 08:00:00;2020-03-05 16:00:00;1010;Normal;2020-03-05;1;1280.3351799156392;10.999743724785512;244.37040504695494
195;2020-03-05 16:00:00;2020-03-06 00:00:00;1010;Normal;2020-03-05;2;1285.6776744221354;6.70882245874101;259.96535114020116
196;2020-03-06 00:00:00;2020-03-06 08:00:00;1010;Normal;2020-03-06;0;1285.9789602509427;6.822305531292687;271.6570747070567
197;2020-03-06 08:00:00;2020-03-06 16:00:00;1010;Normal;2020-03-06;1;1276.1099535045203;6.75215538472942;271.11497004023187
198;2020-03-06 16:00:00;2020-03-07 00:00:00;1010;Normal;2020-03-06;2;1279.1132615800025;6.764723134682783;272.03564831937064
199;2020-03-07 00:00:00;2020-03-07 08:00:00;1010;Normal;2020-03-07;0;1279.1348345669078;6.777977842482736;271.48077700341076
200;2020-03-07 08:00:00;2020-03-07 16:00:00;1010;Normal;2020-03-07;1;1271.6752765767178;6.700477282515429;271.0901146290172
201;2020-03-07 16:00:00;2020-03-08 00:00:00;1010;Normal;2020-03-07;2;1273.3251589898252;6.726241145978782;271.54168345738844
202;2020-03-08 00:00:00;2020-03-08 08:00:00;1010;Normal;2020-03-08;0;1272.7447872629684;6.7548592834057555;272.2374889651244
203;2020-03-08 08:00:00;2020-03-08 16:00:00;1010;Normal;2020-03-08;1;1279.4103254549925;6.761616171873311;272.21366443448187
