ID;recStartedAt;recEndedAt;equipment_NR;toEquipmentStatus_code;plantCond_ID
45;2020-01-02 16:00:00;2020-01-03 00:00:00;220300034;OK;6
46;2020-01-02 16:00:00;2020-01-03 00:00:00;220300035;OK;6
47;2020-01-02 16:00:00;2020-01-03 00:00:00;220300036;OK;6
48;2020-01-03 00:00:00;2020-01-03 08:00:00;220300010;OK;7
49;2020-01-03 00:00:00;2020-01-03 08:00:00;220300020;OK;7
50;2020-01-03 00:00:00;2020-01-03 08:00:00;220300031;OK;7
51;2020-01-03 00:00:00;2020-01-03 08:00:00;220300032;OK;7
52;2020-01-03 00:00:00;2020-01-03 08:00:00;220300033;OK;7
53;2020-01-03 00:00:00;2020-01-03 08:00:00;220300034;OK;7
54;2020-01-03 00:00:00;2020-01-03 08:00:00;220300035;OK;7
55;2020-01-03 00:00:00;2020-01-03 08:00:00;220300036;OK;7
56;2020-01-03 08:00:00;2020-01-03 16:00:00;220300010;OK;8
57;2020-01-03 08:00:00;2020-01-03 16:00:00;220300020;OK;8
58;2020-01-03 08:00:00;2020-01-03 16:00:00;220300031;OK;8
59;2020-01-03 08:00:00;2020-01-03 16:00:00;220300032;OK;8
60;2020-01-03 08:00:00;2020-01-03 16:00:00;220300033;OK;8
61;2020-01-03 08:00:00;2020-01-03 16:00:00;220300034;OK;8
62;2020-01-03 08:00:00;2020-01-03 16:00:00;220300035;OK;8
63;2020-01-03 08:00:00;2020-01-03 16:00:00;220300036;OK;8
64;2020-01-03 16:00:00;2020-01-04 00:00:00;220300010;OK;9
65;2020-01-03 16:00:00;2020-01-04 00:00:00;220300020;OK;9
66;2020-01-03 16:00:00;2020-01-04 00:00:00;220300031;OK;9
67;2020-01-03 16:00:00;2020-01-04 00:00:00;220300032;OK;9
68;2020-01-03 16:00:00;2020-01-04 00:00:00;220300033;OK;9
69;2020-01-03 16:00:00;2020-01-04 00:00:00;220300034;OK;9
70;2020-01-03 16:00:00;2020-01-04 00:00:00;220300035;OK;9
71;2020-01-03 16:00:00;2020-01-04 00:00:00;220300036;OK;9
72;2020-01-04 00:00:00;2020-01-04 08:00:00;220300010;OK;10
73;2020-01-04 00:00:00;2020-01-04 08:00:00;220300020;OK;10
74;2020-01-04 00:00:00;2020-01-04 08:00:00;220300031;OK;10
75;2020-01-04 00:00:00;2020-01-04 08:00:00;220300032;OK;10
76;2020-01-04 00:00:00;2020-01-04 08:00:00;220300033;OK;10
77;2020-01-04 00:00:00;2020-01-04 08:00:00;220300034;OK;10
78;2020-01-04 00:00:00;2020-01-04 08:00:00;220300035;OK;10
79;2020-01-04 00:00:00;2020-01-04 08:00:00;220300036;OK;10
80;2020-01-04 08:00:00;2020-01-04 16:00:00;220300010;OK;11
81;2020-01-04 08:00:00;2020-01-04 16:00:00;220300020;OK;11
82;2020-01-04 08:00:00;2020-01-04 16:00:00;220300031;OK;11
83;2020-01-04 08:00:00;2020-01-04 16:00:00;220300032;OK;11
84;2020-01-04 08:00:00;2020-01-04 16:00:00;220300033;OK;11
85;2020-01-04 08:00:00;2020-01-04 16:00:00;220300034;OK;11
86;2020-01-04 08:00:00;2020-01-04 16:00:00;220300035;OK;11
87;2020-01-04 08:00:00;2020-01-04 16:00:00;220300036;OK;11
88;2020-01-04 16:00:00;2020-01-05 00:00:00;220300010;OK;12
89;2020-01-04 16:00:00;2020-01-05 00:00:00;220300020;OK;12
90;2020-01-04 16:00:00;2020-01-05 00:00:00;220300031;OK;12
91;2020-01-04 16:00:00;2020-01-05 00:00:00;220300032;OK;12
92;2020-01-04 16:00:00;2020-01-05 00:00:00;220300033;OK;12
93;2020-01-04 16:00:00;2020-01-05 00:00:00;220300034;OK;12
94;2020-01-04 16:00:00;2020-01-05 00:00:00;220300035;OK;12
95;2020-01-04 16:00:00;2020-01-05 00:00:00;220300036;OK;12
96;2020-01-05 00:00:00;2020-01-05 08:00:00;220300010;OK;13
97;2020-01-05 00:00:00;2020-01-05 08:00:00;220300020;OK;13
98;2020-01-05 00:00:00;2020-01-05 08:00:00;220300031;OK;13
99;2020-01-05 00:00:00;2020-01-05 08:00:00;220300032;OK;13
100;2020-01-05 00:00:00;2020-01-05 08:00:00;220300033;OK;13
101;2020-01-05 00:00:00;2020-01-05 08:00:00;220300034;OK;13
102;2020-01-05 00:00:00;2020-01-05 08:00:00;220300035;OK;13
103;2020-01-05 00:00:00;2020-01-05 08:00:00;220300036;OK;13
104;2020-01-05 08:00:00;2020-01-05 16:00:00;220300010;OK;14
105;2020-01-05 08:00:00;2020-01-05 16:00:00;220300020;OK;14
106;2020-01-05 08:00:00;2020-01-05 16:00:00;220300031;OK;14
107;2020-01-05 08:00:00;2020-01-05 16:00:00;220300032;OK;14
108;2020-01-05 08:00:00;2020-01-05 16:00:00;220300033;OK;14
109;2020-01-05 08:00:00;2020-01-05 16:00:00;220300034;OK;14
110;2020-01-05 08:00:00;2020-01-05 16:00:00;220300035;OK;14
111;2020-01-05 08:00:00;2020-01-05 16:00:00;220300036;OK;14
112;2020-01-05 16:00:00;2020-01-06 00:00:00;220300010;OK;15
113;2020-01-05 16:00:00;2020-01-06 00:00:00;220300020;OK;15
114;2020-01-05 16:00:00;2020-01-06 00:00:00;220300031;OK;15
115;2020-01-05 16:00:00;2020-01-06 00:00:00;220300032;OK;15
116;2020-01-05 16:00:00;2020-01-06 00:00:00;220300033;OK;15
117;2020-01-05 16:00:00;2020-01-06 00:00:00;220300034;OK;15
118;2020-01-05 16:00:00;2020-01-06 00:00:00;220300035;OK;15
119;2020-01-05 16:00:00;2020-01-06 00:00:00;220300036;OK;15
120;2020-01-06 00:00:00;2020-01-06 08:00:00;220300010;OK;16
121;2020-01-06 00:00:00;2020-01-06 08:00:00;220300020;OK;16
122;2020-01-06 00:00:00;2020-01-06 08:00:00;220300031;OK;16
123;2020-01-06 00:00:00;2020-01-06 08:00:00;220300032;OK;16
124;2020-01-06 00:00:00;2020-01-06 08:00:00;220300033;OK;16
125;2020-01-06 00:00:00;2020-01-06 08:00:00;220300034;OK;16
126;2020-01-06 00:00:00;2020-01-06 08:00:00;220300035;OK;16
127;2020-01-06 00:00:00;2020-01-06 08:00:00;220300036;OK;16
128;2020-01-06 08:00:00;2020-01-06 16:00:00;220300010;OK;17
129;2020-01-06 08:00:00;2020-01-06 16:00:00;220300020;OK;17
130;2020-01-06 08:00:00;2020-01-06 16:00:00;220300031;OK;17
131;2020-01-06 08:00:00;2020-01-06 16:00:00;220300032;OK;17
132;2020-01-06 08:00:00;2020-01-06 16:00:00;220300033;OK;17
133;2020-01-06 08:00:00;2020-01-06 16:00:00;220300034;OK;17
134;2020-01-06 08:00:00;2020-01-06 16:00:00;220300035;OK;17
135;2020-01-06 08:00:00;2020-01-06 16:00:00;220300036;OK;17
136;2020-01-06 16:00:00;2020-01-07 00:00:00;220300010;OK;18
137;2020-01-06 16:00:00;2020-01-07 00:00:00;220300020;OK;18
138;2020-01-06 16:00:00;2020-01-07 00:00:00;220300031;OK;18
139;2020-01-06 16:00:00;2020-01-07 00:00:00;220300032;OK;18
140;2020-01-06 16:00:00;2020-01-07 00:00:00;220300033;OK;18
141;2020-01-06 16:00:00;2020-01-07 00:00:00;220300034;OK;18
142;2020-01-06 16:00:00;2020-01-07 00:00:00;220300035;OK;18
143;2020-01-06 16:00:00;2020-01-07 00:00:00;220300036;OK;18
144;2020-01-07 00:00:00;2020-01-07 08:00:00;220300010;OK;19
145;2020-01-07 00:00:00;2020-01-07 08:00:00;220300020;OK;19
146;2020-01-07 00:00:00;2020-01-07 08:00:00;220300031;OK;19
147;2020-01-07 00:00:00;2020-01-07 08:00:00;220300032;OK;19
148;2020-01-07 00:00:00;2020-01-07 08:00:00;220300033;OK;19
149;2020-01-07 00:00:00;2020-01-07 08:00:00;220300034;OK;19
150;2020-01-07 00:00:00;2020-01-07 08:00:00;220300035;OK;19
151;2020-01-07 00:00:00;2020-01-07 08:00:00;220300036;OK;19
152;2020-01-07 08:00:00;2020-01-07 16:00:00;220300010;OK;20
153;2020-01-07 08:00:00;2020-01-07 16:00:00;220300020;OK;20
154;2020-01-07 08:00:00;2020-01-07 16:00:00;220300031;OK;20
155;2020-01-07 08:00:00;2020-01-07 16:00:00;220300032;OK;20
156;2020-01-07 08:00:00;2020-01-07 16:00:00;220300033;OK;20
157;2020-01-07 08:00:00;2020-01-07 16:00:00;220300034;OK;20
158;2020-01-07 08:00:00;2020-01-07 16:00:00;220300035;OK;20
159;2020-01-07 08:00:00;2020-01-07 16:00:00;220300036;OK;20
160;2020-01-07 16:00:00;2020-01-08 00:00:00;220300010;OK;21
161;2020-01-07 16:00:00;2020-01-08 00:00:00;220300020;OK;21
162;2020-01-07 16:00:00;2020-01-08 00:00:00;220300031;OK;21
163;2020-01-07 16:00:00;2020-01-08 00:00:00;220300032;OK;21
164;2020-01-07 16:00:00;2020-01-08 00:00:00;220300033;OK;21
165;2020-01-07 16:00:00;2020-01-08 00:00:00;220300034;OK;21
166;2020-01-07 16:00:00;2020-01-08 00:00:00;220300035;OK;21
167;2020-01-07 16:00:00;2020-01-08 00:00:00;220300036;OK;21
168;2020-01-08 00:00:00;2020-01-08 08:00:00;220300010;OK;22
169;2020-01-08 00:00:00;2020-01-08 08:00:00;220300020;OK;22
170;2020-01-08 00:00:00;2020-01-08 08:00:00;220300031;OK;22
171;2020-01-08 00:00:00;2020-01-08 08:00:00;220300032;OK;22
172;2020-01-08 00:00:00;2020-01-08 08:00:00;220300033;OK;22
173;2020-01-08 00:00:00;2020-01-08 08:00:00;220300034;OK;22
174;2020-01-08 00:00:00;2020-01-08 08:00:00;220300035;OK;22
175;2020-01-08 00:00:00;2020-01-08 08:00:00;220300036;OK;22
176;2020-01-08 08:00:00;2020-01-08 16:00:00;220300010;OK;23
177;2020-01-08 08:00:00;2020-01-08 16:00:00;220300020;OK;23
178;2020-01-08 08:00:00;2020-01-08 16:00:00;220300031;OK;23
179;2020-01-08 08:00:00;2020-01-08 16:00:00;220300032;OK;23
180;2020-01-08 08:00:00;2020-01-08 16:00:00;220300033;OK;23
181;2020-01-08 08:00:00;2020-01-08 16:00:00;220300034;OK;23
182;2020-01-08 08:00:00;2020-01-08 16:00:00;220300035;OK;23
183;2020-01-08 08:00:00;2020-01-08 16:00:00;220300036;OK;23
184;2020-01-08 16:00:00;2020-01-09 00:00:00;220300010;OK;24
185;2020-01-08 16:00:00;2020-01-09 00:00:00;220300020;OK;24
186;2020-01-08 16:00:00;2020-01-09 00:00:00;220300031;OK;24
187;2020-01-08 16:00:00;2020-01-09 00:00:00;220300032;OK;24
188;2020-01-08 16:00:00;2020-01-09 00:00:00;220300033;OK;24
189;2020-01-08 16:00:00;2020-01-09 00:00:00;220300034;OK;24
190;2020-01-08 16:00:00;2020-01-09 00:00:00;220300035;OK;24
191;2020-01-08 16:00:00;2020-01-09 00:00:00;220300036;OK;24
192;2020-01-09 00:00:00;2020-01-09 08:00:00;220300010;OK;25
193;2020-01-09 00:00:00;2020-01-09 08:00:00;220300020;OK;25
194;2020-01-09 00:00:00;2020-01-09 08:00:00;220300031;OK;25
195;2020-01-09 00:00:00;2020-01-09 08:00:00;220300032;OK;25
196;2020-01-09 00:00:00;2020-01-09 08:00:00;220300033;OK;25
197;2020-01-09 00:00:00;2020-01-09 08:00:00;220300034;OK;25
198;2020-01-09 00:00:00;2020-01-09 08:00:00;220300035;OK;25
199;2020-01-09 00:00:00;2020-01-09 08:00:00;220300036;OK;25
200;2020-01-09 08:00:00;2020-01-09 16:00:00;220300010;OK;26
201;2020-01-09 08:00:00;2020-01-09 16:00:00;220300020;OK;26
202;2020-01-09 08:00:00;2020-01-09 16:00:00;220300031;OK;26
203;2020-01-09 08:00:00;2020-01-09 16:00:00;220300032;OK;26
204;2020-01-09 08:00:00;2020-01-09 16:00:00;220300033;OK;26
205;2020-01-09 08:00:00;2020-01-09 16:00:00;220300034;OK;26
206;2020-01-09 08:00:00;2020-01-09 16:00:00;220300035;OK;26
207;2020-01-09 08:00:00;2020-01-09 16:00:00;220300036;OK;26
208;2020-01-09 16:00:00;2020-01-10 00:00:00;220300010;OK;27
209;2020-01-09 16:00:00;2020-01-10 00:00:00;220300020;OK;27
210;2020-01-09 16:00:00;2020-01-10 00:00:00;220300031;OK;27
211;2020-01-09 16:00:00;2020-01-10 00:00:00;220300032;OK;27
212;2020-01-09 16:00:00;2020-01-10 00:00:00;220300033;OK;27
213;2020-01-09 16:00:00;2020-01-10 00:00:00;220300034;OK;27
214;2020-01-09 16:00:00;2020-01-10 00:00:00;220300035;OK;27
215;2020-01-09 16:00:00;2020-01-10 00:00:00;220300036;OK;27
216;2020-01-10 00:00:00;2020-01-10 08:00:00;220300010;OK;28
217;2020-01-10 00:00:00;2020-01-10 08:00:00;220300020;OK;28
218;2020-01-10 00:00:00;2020-01-10 08:00:00;220300031;OK;28
219;2020-01-10 00:00:00;2020-01-10 08:00:00;220300032;OK;28
220;2020-01-10 00:00:00;2020-01-10 08:00:00;220300033;OK;28
221;2020-01-10 00:00:00;2020-01-10 08:00:00;220300034;OK;28
222;2020-01-10 00:00:00;2020-01-10 08:00:00;220300035;OK;28
223;2020-01-10 00:00:00;2020-01-10 08:00:00;220300036;OK;28
224;2020-01-10 08:00:00;2020-01-10 16:00:00;220300010;OK;29
225;2020-01-10 08:00:00;2020-01-10 16:00:00;220300020;OK;29
226;2020-01-10 08:00:00;2020-01-10 16:00:00;220300031;OK;29
227;2020-01-10 08:00:00;2020-01-10 16:00:00;220300032;OK;29
228;2020-01-10 08:00:00;2020-01-10 16:00:00;220300033;OK;29
229;2020-01-10 08:00:00;2020-01-10 16:00:00;220300034;OK;29
230;2020-01-10 08:00:00;2020-01-10 16:00:00;220300035;OK;29
231;2020-01-10 08:00:00;2020-01-10 16:00:00;220300036;OK;29
232;2020-01-10 16:00:00;2020-01-11 00:00:00;220300010;OK;30
233;2020-01-10 16:00:00;2020-01-11 00:00:00;220300020;OK;30
234;2020-01-10 16:00:00;2020-01-11 00:00:00;220300031;OK;30
235;2020-01-10 16:00:00;2020-01-11 00:00:00;220300032;OK;30
236;2020-01-10 16:00:00;2020-01-11 00:00:00;220300033;OK;30
237;2020-01-10 16:00:00;2020-01-11 00:00:00;220300034;OK;30
238;2020-01-10 16:00:00;2020-01-11 00:00:00;220300035;OK;30
239;2020-01-10 16:00:00;2020-01-11 00:00:00;220300036;OK;30
240;2020-01-11 00:00:00;2020-01-11 08:00:00;220300010;OK;31
241;2020-01-11 00:00:00;2020-01-11 08:00:00;220300020;OK;31
242;2020-01-11 00:00:00;2020-01-11 08:00:00;220300031;OK;31
243;2020-01-11 00:00:00;2020-01-11 08:00:00;220300032;OK;31
244;2020-01-11 00:00:00;2020-01-11 08:00:00;220300033;OK;31
245;2020-01-11 00:00:00;2020-01-11 08:00:00;220300034;OK;31
246;2020-01-11 00:00:00;2020-01-11 08:00:00;220300035;OK;31
247;2020-01-11 00:00:00;2020-01-11 08:00:00;220300036;OK;31
248;2020-01-11 08:00:00;2020-01-11 16:00:00;220300010;OK;32
249;2020-01-11 08:00:00;2020-01-11 16:00:00;220300020;OK;32
250;2020-01-11 08:00:00;2020-01-11 16:00:00;220300031;OK;32
251;2020-01-11 08:00:00;2020-01-11 16:00:00;220300032;OK;32
252;2020-01-11 08:00:00;2020-01-11 16:00:00;220300033;OK;32
253;2020-01-11 08:00:00;2020-01-11 16:00:00;220300034;OK;32
254;2020-01-11 08:00:00;2020-01-11 16:00:00;220300035;OK;32
255;2020-01-11 08:00:00;2020-01-11 16:00:00;220300036;OK;32
256;2020-01-11 16:00:00;2020-01-12 00:00:00;220300010;OK;33
257;2020-01-11 16:00:00;2020-01-12 00:00:00;220300020;OK;33
258;2020-01-11 16:00:00;2020-01-12 00:00:00;220300031;OK;33
259;2020-01-11 16:00:00;2020-01-12 00:00:00;220300032;OK;33
260;2020-01-11 16:00:00;2020-01-12 00:00:00;220300033;OK;33
261;2020-01-11 16:00:00;2020-01-12 00:00:00;220300034;OK;33
262;2020-01-11 16:00:00;2020-01-12 00:00:00;220300035;OK;33
263;2020-01-11 16:00:00;2020-01-12 00:00:00;220300036;OK;33
264;2020-01-12 00:00:00;2020-01-12 08:00:00;220300010;OK;34
265;2020-01-12 00:00:00;2020-01-12 08:00:00;220300020;OK;34
266;2020-01-12 00:00:00;2020-01-12 08:00:00;220300031;OK;34
267;2020-01-12 00:00:00;2020-01-12 08:00:00;220300032;OK;34
268;2020-01-12 00:00:00;2020-01-12 08:00:00;220300033;OK;34
269;2020-01-12 00:00:00;2020-01-12 08:00:00;220300034;OK;34
270;2020-01-12 00:00:00;2020-01-12 08:00:00;220300035;OK;34
271;2020-01-12 00:00:00;2020-01-12 08:00:00;220300036;OK;34
272;2020-01-12 08:00:00;2020-01-12 16:00:00;220300010;OK;35
273;2020-01-12 08:00:00;2020-01-12 16:00:00;220300020;OK;35
274;2020-01-12 08:00:00;2020-01-12 16:00:00;220300031;OK;35
275;2020-01-12 08:00:00;2020-01-12 16:00:00;220300032;OK;35
276;2020-01-12 08:00:00;2020-01-12 16:00:00;220300033;OK;35
277;2020-01-12 08:00:00;2020-01-12 16:00:00;220300034;OK;35
278;2020-01-12 08:00:00;2020-01-12 16:00:00;220300035;OK;35
279;2020-01-12 08:00:00;2020-01-12 16:00:00;220300036;OK;35
280;2020-01-12 16:00:00;2020-01-13 00:00:00;220300010;OK;36
281;2020-01-12 16:00:00;2020-01-13 00:00:00;220300020;OK;36
282;2020-01-12 16:00:00;2020-01-13 00:00:00;220300031;OK;36
283;2020-01-12 16:00:00;2020-01-13 00:00:00;220300032;OK;36
284;2020-01-12 16:00:00;2020-01-13 00:00:00;220300033;OK;36
285;2020-01-12 16:00:00;2020-01-13 00:00:00;220300034;OK;36
286;2020-01-12 16:00:00;2020-01-13 00:00:00;220300035;OK;36
287;2020-01-12 16:00:00;2020-01-13 00:00:00;220300036;OK;36
288;2020-01-13 00:00:00;2020-01-13 08:00:00;220300010;OK;37
289;2020-01-13 00:00:00;2020-01-13 08:00:00;220300020;OK;37
290;2020-01-13 00:00:00;2020-01-13 08:00:00;220300031;OK;37
291;2020-01-13 00:00:00;2020-01-13 08:00:00;220300032;OK;37
292;2020-01-13 00:00:00;2020-01-13 08:00:00;220300033;OK;37
293;2020-01-13 00:00:00;2020-01-13 08:00:00;220300034;OK;37
294;2020-01-13 00:00:00;2020-01-13 08:00:00;220300035;OK;37
295;2020-01-13 00:00:00;2020-01-13 08:00:00;220300036;OK;37
296;2020-01-13 08:00:00;2020-01-13 16:00:00;220300010;OK;38
297;2020-01-13 08:00:00;2020-01-13 16:00:00;220300020;OK;38
298;2020-01-13 08:00:00;2020-01-13 16:00:00;220300031;OK;38
299;2020-01-13 08:00:00;2020-01-13 16:00:00;220300032;OK;38
300;2020-01-13 08:00:00;2020-01-13 16:00:00;220300033;OK;38
301;2020-01-13 08:00:00;2020-01-13 16:00:00;220300034;OK;38
302;2020-01-13 08:00:00;2020-01-13 16:00:00;220300035;OK;38
303;2020-01-13 08:00:00;2020-01-13 16:00:00;220300036;OK;38
304;2020-01-13 16:00:00;2020-01-14 00:00:00;220300010;OK;39
305;2020-01-13 16:00:00;2020-01-14 00:00:00;220300020;OK;39
306;2020-01-13 16:00:00;2020-01-14 00:00:00;220300031;OK;39
307;2020-01-13 16:00:00;2020-01-14 00:00:00;220300032;OK;39
308;2020-01-13 16:00:00;2020-01-14 00:00:00;220300033;OK;39
309;2020-01-13 16:00:00;2020-01-14 00:00:00;220300034;OK;39
310;2020-01-13 16:00:00;2020-01-14 00:00:00;220300035;OK;39
311;2020-01-13 16:00:00;2020-01-14 00:00:00;220300036;OK;39
312;2020-01-14 00:00:00;2020-01-14 08:00:00;220300010;OK;40
313;2020-01-14 00:00:00;2020-01-14 08:00:00;220300020;OK;40
314;2020-01-14 00:00:00;2020-01-14 08:00:00;220300031;OK;40
315;2020-01-14 00:00:00;2020-01-14 08:00:00;220300032;OK;40
316;2020-01-14 00:00:00;2020-01-14 08:00:00;220300033;OK;40
317;2020-01-14 00:00:00;2020-01-14 08:00:00;220300034;OK;40
318;2020-01-14 00:00:00;2020-01-14 08:00:00;220300035;OK;40
319;2020-01-14 00:00:00;2020-01-14 08:00:00;220300036;OK;40
320;2020-01-14 08:00:00;2020-01-14 16:00:00;220300010;OK;41
321;2020-01-14 08:00:00;2020-01-14 16:00:00;220300020;OK;41
322;2020-01-14 08:00:00;2020-01-14 16:00:00;220300031;OK;41
323;2020-01-14 08:00:00;2020-01-14 16:00:00;220300032;OK;41
324;2020-01-14 08:00:00;2020-01-14 16:00:00;220300033;OK;41
325;2020-01-14 08:00:00;2020-01-14 16:00:00;220300034;OK;41
326;2020-01-14 08:00:00;2020-01-14 16:00:00;220300035;OK;41
327;2020-01-14 08:00:00;2020-01-14 16:00:00;220300036;OK;41
328;2020-01-14 16:00:00;2020-01-15 00:00:00;220300010;OK;42
329;2020-01-14 16:00:00;2020-01-15 00:00:00;220300020;OK;42
330;2020-01-14 16:00:00;2020-01-15 00:00:00;220300031;OK;42
331;2020-01-14 16:00:00;2020-01-15 00:00:00;220300032;OK;42
332;2020-01-14 16:00:00;2020-01-15 00:00:00;220300033;OK;42
333;2020-01-14 16:00:00;2020-01-15 00:00:00;220300034;OK;42
334;2020-01-14 16:00:00;2020-01-15 00:00:00;220300035;OK;42
335;2020-01-14 16:00:00;2020-01-15 00:00:00;220300036;OK;42
336;2020-01-15 00:00:00;2020-01-15 08:00:00;220300010;OK;43
337;2020-01-15 00:00:00;2020-01-15 08:00:00;220300020;OK;43
338;2020-01-15 00:00:00;2020-01-15 08:00:00;220300031;OK;43
339;2020-01-15 00:00:00;2020-01-15 08:00:00;220300032;OK;43
340;2020-01-15 00:00:00;2020-01-15 08:00:00;220300033;OK;43
341;2020-01-15 00:00:00;2020-01-15 08:00:00;220300034;OK;43
342;2020-01-15 00:00:00;2020-01-15 08:00:00;220300035;OK;43
343;2020-01-15 00:00:00;2020-01-15 08:00:00;220300036;OK;43
344;2020-01-15 08:00:00;2020-01-15 16:00:00;220300010;OK;44
345;2020-01-15 08:00:00;2020-01-15 16:00:00;220300020;OK;44
346;2020-01-15 08:00:00;2020-01-15 16:00:00;220300031;OK;44
347;2020-01-15 08:00:00;2020-01-15 16:00:00;220300032;OK;44
348;2020-01-15 08:00:00;2020-01-15 16:00:00;220300033;OK;44
349;2020-01-15 08:00:00;2020-01-15 16:00:00;220300034;OK;44
350;2020-01-15 08:00:00;2020-01-15 16:00:00;220300035;OK;44
351;2020-01-15 08:00:00;2020-01-15 16:00:00;220300036;OK;44
352;2020-01-15 16:00:00;2020-01-16 00:00:00;220300010;OK;45
353;2020-01-15 16:00:00;2020-01-16 00:00:00;220300020;OK;45
354;2020-01-15 16:00:00;2020-01-16 00:00:00;220300031;OK;45
355;2020-01-15 16:00:00;2020-01-16 00:00:00;220300032;OK;45
356;2020-01-15 16:00:00;2020-01-16 00:00:00;220300033;OK;45
357;2020-01-15 16:00:00;2020-01-16 00:00:00;220300034;OK;45
358;2020-01-15 16:00:00;2020-01-16 00:00:00;220300035;OK;45
359;2020-01-15 16:00:00;2020-01-16 00:00:00;220300036;OK;45
360;2020-01-16 00:00:00;2020-01-16 08:00:00;220300010;OK;46
361;2020-01-16 00:00:00;2020-01-16 08:00:00;220300020;OK;46
362;2020-01-16 00:00:00;2020-01-16 08:00:00;220300031;OK;46
363;2020-01-16 00:00:00;2020-01-16 08:00:00;220300032;OK;46
364;2020-01-16 00:00:00;2020-01-16 08:00:00;220300033;OK;46
365;2020-01-16 00:00:00;2020-01-16 08:00:00;220300034;OK;46
366;2020-01-16 00:00:00;2020-01-16 08:00:00;220300035;OK;46
367;2020-01-16 00:00:00;2020-01-16 08:00:00;220300036;OK;46
368;2020-01-16 08:00:00;2020-01-16 16:00:00;220300010;OK;47
369;2020-01-16 08:00:00;2020-01-16 16:00:00;220300020;OK;47
370;2020-01-16 08:00:00;2020-01-16 16:00:00;220300031;OK;47
371;2020-01-16 08:00:00;2020-01-16 16:00:00;220300032;OK;47
372;2020-01-16 08:00:00;2020-01-16 16:00:00;220300033;OK;47
373;2020-01-16 08:00:00;2020-01-16 16:00:00;220300034;OK;47
374;2020-01-16 08:00:00;2020-01-16 16:00:00;220300035;OK;47
375;2020-01-16 08:00:00;2020-01-16 16:00:00;220300036;OK;47
