ID,detectedAt,detectedDate,equipment,anomalyType_code,rawValue,confidence,status,eqCond_ID
18,2021-01-13 08:50:00,2021-01-13,220300033,A1,/media/LGPsound/anomaly1/clip0956.wav,0.7136929696876204,12,9092
19,2021-01-13 09:00:00,2021-01-13,220300033,A1,/media/LGPsound/anomaly1/clip0659.wav,0.8919317409976192,12,9092
20,2021-01-13 09:10:00,2021-01-13,220300033,A1,/media/LGPsound/anomaly1/clip0757.wav,0.9083155936151907,12,9092
21,2021-01-13 09:20:00,2021-01-13,220300033,A2,/media/LGPsound/anomaly2/clip0733.wav,0.9383233470609207,12,9092
22,2021-01-13 09:30:00,2021-01-13,220300033,A2,/media/LGPsound/anomaly2/clip0360.wav,0.8860454543435838,12,9092
23,2021-01-13 09:40:00,2021-01-13,220300033,A2,/media/LGPsound/anomaly2/clip0053.wav,0.9519539172031539,12,9092
24,2021-01-13 09:50:00,2021-01-13,220300033,A1,/media/LGPsound/anomaly1/clip0763.wav,0.7990257531696796,12,9092
25,2021-01-20 12:00:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0167.wav,0.7157168196522284,24,9258
26,2021-01-20 12:10:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0172.wav,0.9065226751242907,24,9258
27,2021-01-20 12:20:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0674.wav,0.7586728065403421,24,9258
28,2021-01-20 12:30:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0510.wav,0.897590728866674,24,9258
29,2021-01-20 12:40:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0470.wav,0.8829084035581274,24,9258
30,2021-01-20 12:50:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0550.wav,0.9020151879071324,24,9258
31,2021-01-20 13:00:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0669.wav,0.831206285540015,24,9258
32,2021-01-20 13:10:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0167.wav,0.9113086253619949,24,9258
33,2021-01-20 13:20:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0106.wav,0.9095789957397953,24,9258
34,2021-01-20 13:30:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0799.wav,0.7666470101365862,24,9258
35,2021-01-20 13:40:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0217.wav,0.8015227146703272,24,9258
36,2021-01-20 13:50:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0618.wav,0.7484263169045292,24,9258
37,2021-01-20 14:00:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0600.wav,0.8559876974368286,24,9258
38,2021-01-20 14:10:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0763.wav,0.8549947297830176,24,9258
39,2021-01-20 14:20:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0916.wav,0.8151319425344785,24,9258
40,2021-01-20 14:30:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0652.wav,0.7370470894656348,24,9258
41,2021-01-20 14:40:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0559.wav,0.8356580540716876,24,9258
42,2021-01-20 14:50:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0536.wav,0.9710723749819457,24,9258
43,2021-01-20 15:00:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0998.wav,0.9786413469726265,24,9258
44,2021-01-20 15:10:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0290.wav,0.721730431285509,24,9258
45,2021-01-20 15:20:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0994.wav,0.7004402735560942,24,9258
46,2021-01-20 15:30:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0594.wav,0.7329979863266955,24,9258
47,2021-01-20 15:40:00,2021-01-20,220300031,A2,/media/LGPsound/anomaly2/clip0022.wav,0.8912618483944985,24,9258
48,2021-01-20 15:50:00,2021-01-20,220300031,A1,/media/LGPsound/anomaly1/clip0570.wav,0.8080500311123487,24,9258
49,2021-01-21 05:00:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0793.wav,0.8163974517768058,18,9265
50,2021-01-21 05:10:00,2021-01-21,220300020,A2,/media/LGPsound/anomaly2/clip0575.wav,0.7504496488771161,18,9265
51,2021-01-21 05:20:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0201.wav,0.9004679072730546,18,9265
52,2021-01-21 05:30:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0176.wav,0.8876378559792097,18,9265
53,2021-01-21 05:40:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0757.wav,0.928283927778585,18,9265
54,2021-01-21 05:50:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0341.wav,0.8116527879534435,18,9265
55,2021-01-21 06:00:00,2021-01-21,220300020,A2,/media/LGPsound/anomaly2/clip0421.wav,0.7365761134047459,18,9265
56,2021-01-21 06:10:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0550.wav,0.9027648239670445,18,9265
57,2021-01-21 06:20:00,2021-01-21,220300020,A2,/media/LGPsound/anomaly2/clip0962.wav,0.9182988762850938,18,9265
58,2021-01-21 06:30:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0697.wav,0.7680746330046315,18,9265
59,2021-01-21 06:40:00,2021-01-21,220300020,A2,/media/LGPsound/anomaly2/clip0070.wav,0.7389494826709665,18,9265
60,2021-01-21 06:50:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0938.wav,0.9050164180877964,18,9265
61,2021-01-21 07:00:00,2021-01-21,220300020,A2,/media/LGPsound/anomaly2/clip0394.wav,0.7459461006388405,18,9265
62,2021-01-21 07:10:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0955.wav,0.9415124317990774,18,9265
63,2021-01-21 07:20:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0877.wav,0.7110166822920742,18,9265
64,2021-01-21 07:30:00,2021-01-21,220300020,A2,/media/LGPsound/anomaly2/clip0643.wav,0.79490696524545,18,9265
65,2021-01-21 07:40:00,2021-01-21,220300020,A2,/media/LGPsound/anomaly2/clip0913.wav,0.8213991112077969,18,9265
66,2021-01-21 07:50:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0182.wav,0.776995572048078,18,9265
67,2021-01-21 08:00:00,2021-01-21,220300020,A2,/media/LGPsound/anomaly2/clip0490.wav,0.9594203631216602,6,9281
68,2021-01-21 08:10:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0341.wav,0.7513437527969226,6,9281
69,2021-01-21 08:20:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0542.wav,0.728871203381988,6,9281
70,2021-01-21 08:30:00,2021-01-21,220300020,A1,/media/LGPsound/anomaly1/clip0559.wav,0.9576356331255675,6,9281
71,2021-01-21 08:40:00,2021-01-21,220300020,A2,/media/LGPsound/anomaly2/clip0655.wav,0.7490082999549958,6,9281
72,2021-01-21 08:50:00,2021-01-21,220300020,A2,/media/LGPsound/anomaly2/clip0853.wav,0.7793485220416568,6,9281
73,2021-02-06 07:00:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0341.wav,0.9557516679573167,6,9649
74,2021-02-06 07:10:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0461.wav,0.9700962026023383,6,9649
75,2021-02-06 07:20:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0384.wav,0.744866799267294,6,9649
76,2021-02-06 07:30:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0394.wav,0.7790148279577089,6,9649
77,2021-02-06 07:40:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0041.wav,0.8910705687411902,6,9649
78,2021-02-06 07:50:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0752.wav,0.7638605059350702,6,9649
79,2021-02-06 08:00:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0483.wav,0.8810172195192871,18,9665
80,2021-02-06 08:10:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0777.wav,0.7703533200517901,18,9665
81,2021-02-06 08:20:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0508.wav,0.7059742630659235,18,9665
82,2021-02-06 08:30:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0376.wav,0.7378672648220882,18,9665
83,2021-02-06 08:40:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0538.wav,0.9177026925271592,18,9665
84,2021-02-06 08:50:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0832.wav,0.8682119293839758,18,9665
85,2021-02-06 09:00:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0196.wav,0.708236052599482,18,9665
86,2021-02-06 09:10:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0341.wav,0.729149002734761,18,9665
87,2021-02-06 09:20:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0170.wav,0.8296036747005265,18,9665
88,2021-02-06 09:30:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0998.wav,0.7999155426231024,18,9665
89,2021-02-06 09:40:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0327.wav,0.7637059978708862,18,9665
90,2021-02-06 09:50:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0310.wav,0.9769244855614785,18,9665
91,2021-02-06 10:00:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0921.wav,0.976572843667425,18,9665
92,2021-02-06 10:10:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0726.wav,0.8061825390676935,18,9665
93,2021-02-06 10:20:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0579.wav,0.8709035729159214,18,9665
94,2021-02-06 10:30:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0463.wav,0.977049081629668,18,9665
95,2021-02-06 10:40:00,2021-02-06,220300020,A2,/media/LGPsound/anomaly2/clip0099.wav,0.8447428744855344,18,9665
96,2021-02-06 10:50:00,2021-02-06,220300020,A1,/media/LGPsound/anomaly1/clip0799.wav,0.9003700830568593,18,9665
97,2021-03-01 00:00:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0565.wav,0.8665166571451735,24,10205
98,2021-03-01 00:10:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0127.wav,0.8091894028376525,24,10205
99,2021-03-01 00:20:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0524.wav,0.7699231018618543,24,10205
100,2021-03-01 00:30:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0712.wav,0.8425027824992705,24,10205
101,2021-03-01 00:40:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0971.wav,0.7514093802472154,24,10205
102,2021-03-01 00:50:00,2021-03-01,220300034,A2,/media/LGPsound/anomaly2/clip0326.wav,0.9736172413842936,24,10205
103,2021-03-01 01:00:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0570.wav,0.7920153161776858,24,10205
104,2021-03-01 01:10:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0306.wav,0.9720218920693113,24,10205
105,2021-03-01 01:20:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0583.wav,0.7889923470581084,24,10205
106,2021-03-01 01:30:00,2021-03-01,220300034,A2,/media/LGPsound/anomaly2/clip0543.wav,0.9574569614117071,24,10205
107,2021-03-01 01:40:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0157.wav,0.8343405942424105,24,10205
108,2021-03-01 01:50:00,2021-03-01,220300034,A2,/media/LGPsound/anomaly2/clip0164.wav,0.8810632651428909,24,10205
109,2021-03-01 02:00:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0017.wav,0.8126294932366436,24,10205
110,2021-03-01 02:10:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0996.wav,0.7345391641803704,24,10205
111,2021-03-01 02:20:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0652.wav,0.9494720132865828,24,10205
112,2021-03-01 02:30:00,2021-03-01,220300034,A2,/media/LGPsound/anomaly2/clip0536.wav,0.7454472634245044,24,10205
113,2021-03-01 02:40:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0524.wav,0.7189966365278648,24,10205
114,2021-03-01 02:50:00,2021-03-01,220300034,A2,/media/LGPsound/anomaly2/clip0963.wav,0.9666329025289467,24,10205
115,2021-03-01 03:00:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0723.wav,0.7878498441555863,24,10205
116,2021-03-01 03:10:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0922.wav,0.751783886301666,24,10205
117,2021-03-01 03:20:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0628.wav,0.9437609554041639,24,10205
118,2021-03-01 03:30:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0710.wav,0.7335669341642803,24,10205
119,2021-03-01 03:40:00,2021-03-01,220300034,A2,/media/LGPsound/anomaly2/clip0245.wav,0.9702287723064278,24,10205
120,2021-03-01 03:50:00,2021-03-01,220300034,A1,/media/LGPsound/anomaly1/clip0428.wav,0.8979520384194492,24,10205
121,2021-03-01 18:00:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0911.wav,0.8860935169162838,24,10222
122,2021-03-01 18:10:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0634.wav,0.8567449087355836,24,10222
123,2021-03-01 18:20:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0851.wav,0.9559950761365401,24,10222
124,2021-03-01 18:30:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0658.wav,0.7395356005993055,24,10222
125,2021-03-01 18:40:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0726.wav,0.8576132726040295,24,10222
126,2021-03-01 18:50:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0002.wav,0.8628895813418775,24,10222
127,2021-03-01 19:00:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0369.wav,0.9158128676990672,24,10222
128,2021-03-01 19:10:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0100.wav,0.7327011571283513,24,10222
129,2021-03-01 19:20:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0217.wav,0.8310872342320625,24,10222
130,2021-03-01 19:30:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0613.wav,0.8043847653231853,24,10222
131,2021-03-01 19:40:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0310.wav,0.9108820678915391,24,10222
132,2021-03-01 19:50:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0367.wav,0.9476329554468609,24,10222
133,2021-03-01 20:00:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0840.wav,0.9184444213066134,24,10222
134,2021-03-01 20:10:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0477.wav,0.7140361558397119,24,10222
135,2021-03-01 20:20:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0389.wav,0.8352833985088404,24,10222
136,2021-03-01 20:30:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0984.wav,0.8561699988622349,24,10222
137,2021-03-01 20:40:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0998.wav,0.9596878756281937,24,10222
138,2021-03-01 20:50:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0263.wav,0.8583985938250441,24,10222
139,2021-03-01 21:00:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0710.wav,0.8328626902368105,24,10222
140,2021-03-01 21:10:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0463.wav,0.8265750292113202,24,10222
141,2021-03-01 21:20:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0853.wav,0.8883979873581322,24,10222
142,2021-03-01 21:30:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0031.wav,0.7770888813601042,24,10222
143,2021-03-01 21:40:00,2021-03-01,220300035,A2,/media/LGPsound/anomaly2/clip0539.wav,0.9298270962998267,24,10222
144,2021-03-01 21:50:00,2021-03-01,220300035,A1,/media/LGPsound/anomaly1/clip0369.wav,0.7944690896612453,24,10222
145,2021-03-18 15:00:00,2021-03-18,220300010,A1,/media/LGPsound/anomaly1/clip0200.wav,0.9429918582605713,24,10624
146,2021-03-18 15:10:00,2021-03-18,220300010,A1,/media/LGPsound/anomaly1/clip0720.wav,0.9449200677662117,24,10624
147,2021-03-18 15:20:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0171.wav,0.9489095825493342,24,10624
148,2021-03-18 15:30:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0034.wav,0.9577206968658767,24,10624
149,2021-03-18 15:40:00,2021-03-18,220300010,A1,/media/LGPsound/anomaly1/clip0998.wav,0.8763606001558877,24,10624
150,2021-03-18 15:50:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0149.wav,0.7256492468702709,24,10624
151,2021-03-18 16:00:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0664.wav,0.7949893896764996,24,10624
152,2021-03-18 16:10:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0027.wav,0.8703419720504689,24,10624
153,2021-03-18 16:20:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0913.wav,0.7155017076568622,24,10624
154,2021-03-18 16:30:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0651.wav,0.8204503445716269,24,10624
155,2021-03-18 16:40:00,2021-03-18,220300010,A1,/media/LGPsound/anomaly1/clip0895.wav,0.8454784729052865,24,10624
156,2021-03-18 16:50:00,2021-03-18,220300010,A1,/media/LGPsound/anomaly1/clip0133.wav,0.8800061407808527,24,10624
157,2021-03-18 17:00:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0994.wav,0.8355377911107545,24,10624
158,2021-03-18 17:10:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0771.wav,0.8171594772331083,24,10624
159,2021-03-18 17:20:00,2021-03-18,220300010,A1,/media/LGPsound/anomaly1/clip0519.wav,0.9664779818720366,24,10624
160,2021-03-18 17:30:00,2021-03-18,220300010,A1,/media/LGPsound/anomaly1/clip0697.wav,0.870812692948941,24,10624
161,2021-03-18 17:40:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0706.wav,0.9230740248026104,24,10624
162,2021-03-18 17:50:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0219.wav,0.7840908066833043,24,10624
163,2021-03-18 18:00:00,2021-03-18,220300010,A1,/media/LGPsound/anomaly1/clip0019.wav,0.8973372672492435,24,10624
164,2021-03-18 18:10:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0963.wav,0.7999033679657364,24,10624
165,2021-03-18 18:20:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0562.wav,0.7015349897141169,24,10624
166,2021-03-18 18:30:00,2021-03-18,220300010,A1,/media/LGPsound/anomaly1/clip0628.wav,0.8383293335977856,24,10624
167,2021-03-18 18:40:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0663.wav,0.8622658118005155,24,10624
168,2021-03-18 18:50:00,2021-03-18,220300010,A2,/media/LGPsound/anomaly2/clip0490.wav,0.7309040710841295,24,10624
169,2021-03-20 03:00:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0000.wav,0.8709700953030918,24,10661
170,2021-03-20 03:10:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0462.wav,0.7644964234962951,24,10661
171,2021-03-20 03:20:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0877.wav,0.8341464549977071,24,10661
172,2021-03-20 03:30:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0571.wav,0.8330031128703874,24,10661
173,2021-03-20 03:40:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0832.wav,0.8841170522083819,24,10661
174,2021-03-20 03:50:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0031.wav,0.71209826935725,24,10661
175,2021-03-20 04:00:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0550.wav,0.9120743224280718,24,10661
176,2021-03-20 04:10:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0196.wav,0.9174014740162953,24,10661
177,2021-03-20 04:20:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0501.wav,0.797455563381391,24,10661
178,2021-03-20 04:30:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0832.wav,0.94279913830066,24,10661
179,2021-03-20 04:40:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0556.wav,0.9795500101366152,24,10661
180,2021-03-20 04:50:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0964.wav,0.7124005893386375,24,10661
181,2021-03-20 05:00:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0022.wav,0.7901872274768752,24,10661
182,2021-03-20 05:10:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0842.wav,0.8474844191798019,24,10661
183,2021-03-20 05:20:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0077.wav,0.8026049398016388,24,10661
184,2021-03-20 05:30:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0049.wav,0.7427902588978317,24,10661
185,2021-03-20 05:40:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0064.wav,0.9279325367639355,24,10661
186,2021-03-20 05:50:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0490.wav,0.8864110078438242,24,10661
187,2021-03-20 06:00:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0486.wav,0.8153875486972609,24,10661
188,2021-03-20 06:10:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0955.wav,0.8408800160169796,24,10661
189,2021-03-20 06:20:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0012.wav,0.9357534146834319,24,10661
190,2021-03-20 06:30:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0895.wav,0.7895040836216142,24,10661
191,2021-03-20 06:40:00,2021-03-20,220300034,A1,/media/LGPsound/anomaly1/clip0903.wav,0.9080499285227025,24,10661
192,2021-03-20 06:50:00,2021-03-20,220300034,A2,/media/LGPsound/anomaly2/clip0332.wav,0.7412234030899042,24,10661
193,2021-03-21 09:00:00,2021-03-21,220300031,A2,/media/LGPsound/anomaly2/clip0360.wav,0.9684081877996014,24,10698
194,2021-03-21 09:10:00,2021-03-21,220300031,A2,/media/LGPsound/anomaly2/clip0918.wav,0.8663519058076653,24,10698
195,2021-03-21 09:20:00,2021-03-21,220300031,A1,/media/LGPsound/anomaly1/clip0938.wav,0.7302167347850801,24,10698
196,2021-03-21 09:30:00,2021-03-21,220300031,A1,/media/LGPsound/anomaly1/clip0311.wav,0.7253342157294831,24,10698
197,2021-03-21 09:40:00,2021-03-21,220300031,A2,/media/LGPsound/anomaly2/clip0530.wav,0.8515508002905314,24,10698
198,2021-03-21 09:50:00,2021-03-21,220300031,A2,/media/LGPsound/anomaly2/clip0245.wav,0.9499673903946839,24,10698
199,2021-03-21 10:00:00,2021-03-21,220300031,A1,/media/LGPsound/anomaly1/clip0353.wav,0.975299609230772,24,10698
200,2021-03-21 10:10:00,2021-03-21,220300031,A2,/media/LGPsound/anomaly2/clip0225.wav,0.8512593639784204,24,10698
201,2021-03-21 10:20:00,2021-03-21,220300031,A2,/media/LGPsound/anomaly2/clip0389.wav,0.9661119679733705,24,10698
202,2021-03-21 10:30:00,2021-03-21,220300031,A1,/media/LGPsound/anomaly1/clip0895.wav,0.8197604357041509,24,10698
203,2021-03-21 10:40:00,2021-03-21,220300031,A1,/media/LGPsound/anomaly1/clip0180.wav,0.8561023989406928,24,10698
204,2021-03-21 10:50:00,2021-03-21,220300031,A2,/media/LGPsound/anomaly2/clip0993.wav,0.9183047471855298,24,10698
205,2021-03-21 11:00:00,2021-03-21,220300031,A1,/media/LGPsound/anomaly1/clip0353.wav,0.7415451069205712,24,10698
206,2021-03-21 11:10:00,2021-03-21,220300031,A1,/media/LGPsound/anomaly1/clip0393.wav,0.8237641038401424,24,10698
207,2021-03-21 11:20:00,2021-03-21,220300031,A2,/media/LGPsound/anomaly2/clip0967.wav,0.8210904252530598,24,10698
208,2021-03-21 11:30:00,2021-03-21,220300031,A1,/media/LGPsound/anomaly1/clip0519.wav,0.7999599984976652,24,10698
209,2021-03-21 11:40:00,2021-03-21,220300031,A1,/media/LGPsound/anomaly1/clip0855.wav,0.8102685576331794,24,10698
210,2021-03-21 11:50:00,2021-03-21,220300031,A1,/media/LGPsound/anomaly1/clip0876.wav,0.9337586848522433,24,10698
211,2021-03-21 12:00:00,2021-03-21,220300031,A1,/media/LGPsound/anomaly1/clip0797.wav,0.893104286228203,24,10698
