ID,detectedAt,detectedDate,plant,plantSection,productId,productName,qualityLabel,confidence,image
26,2021-01-02 01:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8125757635612506,/media/cv/00184_NG_Image.bmp
27,2021-01-02 02:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8332509407906578,/media/cv/00304_NG_Image.bmp
28,2021-01-02 03:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.949342122026341,/media/cv/00196_NG_Image.bmp
29,2021-01-02 04:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8460674713263135,/media/cv/00057_NG_Image.bmp
30,2021-01-02 05:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.9087291330100742,/media/cv/00191_NG_Image.bmp
31,2021-01-02 06:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8671472326627472,/media/cv/00065_NG_Image.bmp
32,2021-01-02 07:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8196914343032894,/media/cv/00141_NG_Image.bmp
33,2021-01-02 08:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8084543950570299,/media/cv/00210_NG_Image.bmp
34,2021-01-02 09:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.9035620540603213,/media/cv/00142_NG_Image.bmp
35,2021-01-02 10:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.9786816607911565,/media/cv/00062_NG_Image.bmp
36,2021-01-02 11:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.9492558114650052,/media/cv/00188_NG_Image.bmp
37,2021-01-02 12:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.9557271234119227,/media/cv/00388_NG_Image.bmp
38,2021-01-02 13:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8892168103917744,/media/cv/00288_NG_Image.bmp
39,2021-01-02 14:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8588184662647509,/media/cv/00220_NG_Image.bmp
40,2021-01-02 15:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.9280116927184457,/media/cv/00206_NG_Image.bmp
41,2021-01-02 16:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.9307857032468575,/media/cv/00275_NG_Image.bmp
42,2021-01-02 17:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8278392978339695,/media/cv/00375_NG_Image.bmp
43,2021-01-02 18:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.9359044031106989,/media/cv/00008_NG_Image.bmp
44,2021-01-02 19:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8719448827137198,/media/cv/00225_NG_Image.bmp
45,2021-01-02 20:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8434477898753471,/media/cv/00097_NG_Image.bmp
46,2021-01-02 21:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.8637775600211522,/media/cv/00075_NG_Image.bmp
47,2021-01-02 22:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.9449172126015809,/media/cv/00010_NG_Image.bmp
48,2021-01-02 23:00:00,2021-01-02,1010,YOH,SG23,LGP,N,0.9005790516118786,/media/cv/00246_NG_Image.bmp
49,2021-01-03 00:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9562090391035256,/media/cv/00077_NG_Image.bmp
50,2021-01-03 01:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9057264101434617,/media/cv/00152_NG_Image.bmp
51,2021-01-03 02:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.819088611275434,/media/cv/00016_NG_Image.bmp
52,2021-01-03 03:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.8276852668737886,/media/cv/00294_NG_Image.bmp
53,2021-01-03 04:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9495650908726603,/media/cv/00062_NG_Image.bmp
54,2021-01-03 05:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.8819444154956553,/media/cv/00255_NG_Image.bmp
55,2021-01-03 06:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9496738642052868,/media/cv/00358_NG_Image.bmp
56,2021-01-03 07:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9382753620974795,/media/cv/00320_NG_Image.bmp
57,2021-01-03 08:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.947610342553959,/media/cv/00328_NG_Image.bmp
58,2021-01-03 09:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9407880160929979,/media/cv/00065_NG_Image.bmp
59,2021-01-03 10:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.8112691206326327,/media/cv/00337_NG_Image.bmp
60,2021-01-03 11:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9226429443659857,/media/cv/00042_NG_Image.bmp
61,2021-01-03 12:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.8236899185292001,/media/cv/00282_NG_Image.bmp
62,2021-01-03 13:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.8674200384558844,/media/cv/00239_NG_Image.bmp
63,2021-01-03 14:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9529619186756959,/media/cv/00267_NG_Image.bmp
64,2021-01-03 15:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9549345173577173,/media/cv/00334_NG_Image.bmp
65,2021-01-03 16:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.8100158550541502,/media/cv/00172_NG_Image.bmp
66,2021-01-03 17:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.8835227799322878,/media/cv/00261_NG_Image.bmp
67,2021-01-03 18:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9559988125527645,/media/cv/00376_NG_Image.bmp
68,2021-01-03 19:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9371344734626699,/media/cv/00209_NG_Image.bmp
69,2021-01-03 20:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.8225514389616877,/media/cv/00350_NG_Image.bmp
70,2021-01-03 21:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.8454673374641366,/media/cv/00046_NG_Image.bmp
71,2021-01-03 22:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9282381880103204,/media/cv/00363_NG_Image.bmp
72,2021-01-03 23:00:00,2021-01-03,1010,YOH,SG23,LGP,N,0.9201883106042706,/media/cv/00327_NG_Image.bmp
73,2021-01-04 00:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.8808443640891334,/media/cv/00357_NG_Image.bmp
74,2021-01-04 01:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.855596478657986,/media/cv/00090_NG_Image.bmp
75,2021-01-04 02:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.843322358403568,/media/cv/00162_NG_Image.bmp
76,2021-01-04 03:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.9464894514064072,/media/cv/00205_NG_Image.bmp
77,2021-01-04 04:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.8607594757475999,/media/cv/00133_NG_Image.bmp
78,2021-01-04 05:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.9636810518979217,/media/cv/00099_NG_Image.bmp
79,2021-01-04 06:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.9084580964258718,/media/cv/00192_NG_Image.bmp
80,2021-01-04 07:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.8682031983520839,/media/cv/00340_NG_Image.bmp
81,2021-01-04 08:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.8325067803183493,/media/cv/00085_NG_Image.bmp
82,2021-01-04 09:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.8843175983563185,/media/cv/00219_NG_Image.bmp
83,2021-01-04 10:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.9200236797728696,/media/cv/00364_NG_Image.bmp
84,2021-01-04 11:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.8113864509448242,/media/cv/00354_NG_Image.bmp
85,2021-01-04 12:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.9597467117563427,/media/cv/00136_NG_Image.bmp
86,2021-01-04 13:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.945862105357027,/media/cv/00357_NG_Image.bmp
87,2021-01-04 14:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.8330493191284377,/media/cv/00299_NG_Image.bmp
88,2021-01-04 15:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.9683060895187071,/media/cv/00391_NG_Image.bmp
89,2021-01-04 16:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.861123550255772,/media/cv/00331_NG_Image.bmp
90,2021-01-04 17:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.9275181016544842,/media/cv/00296_NG_Image.bmp
91,2021-01-04 18:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.9390149684381744,/media/cv/00171_NG_Image.bmp
92,2021-01-04 19:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.8403082203157166,/media/cv/00138_NG_Image.bmp
93,2021-01-04 20:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.8159633126767983,/media/cv/00113_NG_Image.bmp
94,2021-01-04 21:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.8122488777733278,/media/cv/00191_NG_Image.bmp
95,2021-01-04 22:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.8363121160965445,/media/cv/00229_NG_Image.bmp
96,2021-01-04 23:00:00,2021-01-04,1010,YOH,SG23,LGP,N,0.9476719440214527,/media/cv/00255_NG_Image.bmp
97,2021-01-05 00:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.9682609854237942,/media/cv/00132_NG_Image.bmp
98,2021-01-05 01:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8668722133889272,/media/cv/00073_NG_Image.bmp
99,2021-01-05 02:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8952194238722436,/media/cv/00367_NG_Image.bmp
100,2021-01-05 03:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.9143778206355884,/media/cv/00165_NG_Image.bmp
101,2021-01-05 04:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8315603105575192,/media/cv/00167_NG_Image.bmp
102,2021-01-05 05:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8767675867658324,/media/cv/00363_NG_Image.bmp
103,2021-01-05 06:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.9784415397064353,/media/cv/00339_NG_Image.bmp
104,2021-01-05 07:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.9636350889503291,/media/cv/00362_NG_Image.bmp
105,2021-01-05 08:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8788693322407357,/media/cv/00022_NG_Image.bmp
106,2021-01-05 09:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.9735111620208788,/media/cv/00006_NG_Image.bmp
107,2021-01-05 10:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.9770822376984449,/media/cv/00110_NG_Image.bmp
108,2021-01-05 11:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.9428939556084794,/media/cv/00340_NG_Image.bmp
109,2021-01-05 12:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8764875963201995,/media/cv/00138_NG_Image.bmp
110,2021-01-05 13:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8083031389354797,/media/cv/00168_NG_Image.bmp
111,2021-01-05 14:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8724791534026959,/media/cv/00017_NG_Image.bmp
112,2021-01-05 15:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8229564789316561,/media/cv/00263_NG_Image.bmp
113,2021-01-05 16:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.927217097041571,/media/cv/00278_NG_Image.bmp
114,2021-01-05 17:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8427975836343363,/media/cv/00092_NG_Image.bmp
115,2021-01-05 18:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.9727922010319664,/media/cv/00266_NG_Image.bmp
116,2021-01-05 19:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8376730924701127,/media/cv/00061_NG_Image.bmp
117,2021-01-05 20:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8509884742309312,/media/cv/00327_NG_Image.bmp
118,2021-01-05 21:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8575154480633748,/media/cv/00331_NG_Image.bmp
119,2021-01-05 22:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.8435094678091976,/media/cv/00406_NG_Image.bmp
120,2021-01-05 23:00:00,2021-01-05,1010,YOH,SG23,LGP,N,0.9718489950342802,/media/cv/00250_NG_Image.bmp
121,2021-01-06 00:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.977882241700327,/media/cv/00363_NG_Image.bmp
122,2021-01-06 01:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9502363362749399,/media/cv/00035_NG_Image.bmp
123,2021-01-06 02:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.8123821525477747,/media/cv/00203_NG_Image.bmp
124,2021-01-06 03:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9628195650733514,/media/cv/00126_NG_Image.bmp
125,2021-01-06 04:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.8450804293836742,/media/cv/00091_NG_Image.bmp
126,2021-01-06 05:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9591324835340357,/media/cv/00274_NG_Image.bmp
127,2021-01-06 06:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9560857648274967,/media/cv/00075_NG_Image.bmp
128,2021-01-06 07:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.8420123077483656,/media/cv/00044_NG_Image.bmp
129,2021-01-06 08:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9185082687243252,/media/cv/00112_NG_Image.bmp
130,2021-01-06 09:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9002979589823813,/media/cv/00062_NG_Image.bmp
131,2021-01-06 10:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.8729146835402706,/media/cv/00150_NG_Image.bmp
132,2021-01-06 11:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9389171351177916,/media/cv/00068_NG_Image.bmp
133,2021-01-06 12:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9565849114886895,/media/cv/00275_NG_Image.bmp
134,2021-01-06 13:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.8029033469303761,/media/cv/00015_NG_Image.bmp
135,2021-01-06 14:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.8358501903215902,/media/cv/00115_NG_Image.bmp
136,2021-01-06 15:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9018312062920008,/media/cv/00198_NG_Image.bmp
137,2021-01-06 16:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.8902722668487539,/media/cv/00389_NG_Image.bmp
138,2021-01-06 17:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9678854623203488,/media/cv/00016_NG_Image.bmp
139,2021-01-06 18:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.961846321735816,/media/cv/00368_NG_Image.bmp
140,2021-01-06 19:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9092605904058003,/media/cv/00222_NG_Image.bmp
141,2021-01-06 20:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9500773234335049,/media/cv/00396_NG_Image.bmp
142,2021-01-06 21:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.8496174171127373,/media/cv/00229_NG_Image.bmp
143,2021-01-06 22:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.9794257280158745,/media/cv/00059_NG_Image.bmp
144,2021-01-06 23:00:00,2021-01-06,1010,YOH,SG23,LGP,N,0.821863496796707,/media/cv/00106_NG_Image.bmp
145,2021-01-07 00:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.8064968740020183,/media/cv/00051_NG_Image.bmp
146,2021-01-07 01:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.9095341209698202,/media/cv/00074_NG_Image.bmp
147,2021-01-07 02:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.9715847078676095,/media/cv/00385_NG_Image.bmp
148,2021-01-07 03:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.9275741507592964,/media/cv/00145_NG_Image.bmp
149,2021-01-07 04:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.9723083327630805,/media/cv/00359_NG_Image.bmp
150,2021-01-07 05:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.8414788313710413,/media/cv/00012_NG_Image.bmp
151,2021-01-07 06:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.9167663663695343,/media/cv/00034_NG_Image.bmp
152,2021-01-07 07:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.901474523430172,/media/cv/00182_NG_Image.bmp
153,2021-01-07 08:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.8627240285461033,/media/cv/00263_NG_Image.bmp
154,2021-01-07 09:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.8461582685150417,/media/cv/00190_NG_Image.bmp
155,2021-01-07 10:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.895797710190225,/media/cv/00380_NG_Image.bmp
156,2021-01-07 11:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.9787240078936567,/media/cv/00151_NG_Image.bmp
157,2021-01-07 12:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.9658683087933391,/media/cv/00410_NG_Image.bmp
158,2021-01-07 13:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.9507452410469865,/media/cv/00090_NG_Image.bmp
159,2021-01-07 14:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.8300692183528348,/media/cv/00405_NG_Image.bmp
160,2021-01-07 15:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.8489849384304441,/media/cv/00203_NG_Image.bmp
161,2021-01-07 16:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.8032133815424884,/media/cv/00201_NG_Image.bmp
162,2021-01-07 17:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.9664287675619462,/media/cv/00200_NG_Image.bmp
163,2021-01-07 18:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.9747245688325701,/media/cv/00024_NG_Image.bmp
164,2021-01-07 19:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.9660998467389299,/media/cv/00081_NG_Image.bmp
165,2021-01-07 20:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.8795961158519174,/media/cv/00301_NG_Image.bmp
166,2021-01-07 21:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.8515671927078435,/media/cv/00241_NG_Image.bmp
167,2021-01-07 22:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.8442249885960256,/media/cv/00183_NG_Image.bmp
168,2021-01-07 23:00:00,2021-01-07,1010,YOH,SG23,LGP,N,0.8253536360000827,/media/cv/00066_NG_Image.bmp
169,2021-01-08 00:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8945775774239362,/media/cv/00394_NG_Image.bmp
170,2021-01-08 01:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8032720929320654,/media/cv/00304_NG_Image.bmp
171,2021-01-08 02:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8868408076573262,/media/cv/00385_NG_Image.bmp
172,2021-01-08 03:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.9026636429917506,/media/cv/00395_NG_Image.bmp
173,2021-01-08 04:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8830905530758242,/media/cv/00153_NG_Image.bmp
174,2021-01-08 05:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.9519675633250392,/media/cv/00392_NG_Image.bmp
175,2021-01-08 06:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8751746847512233,/media/cv/00128_NG_Image.bmp
176,2021-01-08 07:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8924062719206394,/media/cv/00382_NG_Image.bmp
177,2021-01-08 08:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.9407520441382636,/media/cv/00214_NG_Image.bmp
178,2021-01-08 09:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8258985609324077,/media/cv/00160_NG_Image.bmp
179,2021-01-08 10:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8506609805885557,/media/cv/00258_NG_Image.bmp
180,2021-01-08 11:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8033695951315551,/media/cv/00026_NG_Image.bmp
181,2021-01-08 12:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.9647882641938491,/media/cv/00141_NG_Image.bmp
182,2021-01-08 13:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8781637126482738,/media/cv/00415_NG_Image.bmp
183,2021-01-08 14:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.868950922231532,/media/cv/00280_NG_Image.bmp
184,2021-01-08 15:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.9672025392745763,/media/cv/00019_NG_Image.bmp
185,2021-01-08 16:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.9043880963473032,/media/cv/00016_NG_Image.bmp
186,2021-01-08 17:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8060315525341196,/media/cv/00166_NG_Image.bmp
187,2021-01-08 18:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8658878374427058,/media/cv/00170_NG_Image.bmp
188,2021-01-08 19:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8717834870253328,/media/cv/00093_NG_Image.bmp
189,2021-01-08 20:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8186579528542594,/media/cv/00120_NG_Image.bmp
190,2021-01-08 21:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8520254735878351,/media/cv/00302_NG_Image.bmp
191,2021-01-08 22:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8729285944030409,/media/cv/00390_NG_Image.bmp
192,2021-01-08 23:00:00,2021-01-08,1010,YOH,SG23,LGP,N,0.8817228603644103,/media/cv/00399_NG_Image.bmp
193,2021-01-09 00:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.8817052494581074,/media/cv/00066_NG_Image.bmp
194,2021-01-09 01:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.818232060241314,/media/cv/00289_NG_Image.bmp
195,2021-01-09 02:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.9752146951892489,/media/cv/00158_NG_Image.bmp
196,2021-01-09 03:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.8820208690325613,/media/cv/00372_NG_Image.bmp
197,2021-01-09 04:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.8991883230881825,/media/cv/00131_NG_Image.bmp
198,2021-01-09 05:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.9050479073940197,/media/cv/00336_NG_Image.bmp
199,2021-01-09 06:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.8488089576848115,/media/cv/00248_NG_Image.bmp
200,2021-01-09 07:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.9432346491116975,/media/cv/00293_NG_Image.bmp
201,2021-01-09 08:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.831074297446457,/media/cv/00025_NG_Image.bmp
202,2021-01-09 09:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.8022043102572763,/media/cv/00023_NG_Image.bmp
203,2021-01-09 10:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.9049469390552908,/media/cv/00416_NG_Image.bmp
204,2021-01-09 11:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.9622510773573363,/media/cv/00225_NG_Image.bmp
205,2021-01-09 12:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.9043244693325222,/media/cv/00324_NG_Image.bmp
206,2021-01-09 13:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.8432767008949474,/media/cv/00374_NG_Image.bmp
207,2021-01-09 14:00:00,2021-01-09,1010,YOH,SG23,LGP,N,0.8658597303693842,/media/cv/00362_NG_Image.bmp
